routenum,ord,stationid,arsid,arsid2
163,125,신설동로터리.AMF스포츠센터.서울풍물시장,6774,06774
163,126,대광고등학교앞,6178,06178
163,127,안암오거리,6177,06177
163,128,우신향병원,6176,06176
163,129,고려대학교앞,6175,06175
163,130,숭례초등학교,8155,08155
163,131,종암동주민센터,8153,08153
163,132,종암경찰서,8151,08151
163,133,KT월곡지사,8128,08128
163,134,종암SK아파트,8130,08130
163,135,월곡역,8132,08132
163,136,동덕여대앞,8134,08134
163,137,한국과학기술연구원입구,8135,08135
163,138,월곡중학교,8137,08137
163,139,새석관시장,8139,08139
163,140,돌곶이역8번출구,8404,08404
163,141,돌곶이역,8141,08141
163,142,석관동주민센터,8144,08144
163,143,석계역굴다리앞,8146,08146
163,144,물류센터,11282,011282
163,145,월계현대아파트,11280,011280
163,146,광운대역,11279,011279
163,147,신도브래뉴.한전노원변전소,11346,011346
163,148,인덕삼거리,11345,011345
163,149,삼화상운차고지(가상),11681,011681
171,1,고려대보건과학대학,8113,08113
171,2,봉국사,8115,08115
171,3,정릉2동주민센터,8117,08117
171,4,숭덕초교,8119,08119
171,5,정릉길음시장,8121,08121
171,6,미아리고개(아리랑아트홀),8005,08005
171,7,돈암사거리.성신여대입구,8007,08007
171,8,삼선교.한성대학교,8009,08009
171,9,혜화동로터리,1005,01005
171,10,명륜3가성대입구,1003,01003
171,11,창경궁서울대학교병원,1002,01002
171,12,창덕궁,1172,01172
171,13,안국역.종로경찰서.인사동,1131,01131
171,14,사직동주민센터,1114,01114
171,15,사직단,1113,01113
171,16,영천시장,13133,013133
171,17,금화초등학교,13134,013134
171,18,미동초등학교,13240,013240
171,19,충정로역5호선,13239,013239
171,20,아현역.북아현동가구거리,13138,013138
171,21,웨딩타운,13139,013139
171,22,이대역,13025,013025
171,23,신촌오거리연세대입구,13324,013324
171,24,명물거리,13145,013145
171,25,연세대앞,13013,013013
171,26,서대문우체국,13011,013011
171,27,연희104고지앞.구성산회관,13009,013009
171,28,성산2교,14199,014199
171,29,중동초등학교,14156,014156
171,30,성산2동주민센타,14159,014159
171,31,성산소방파출소,14160,014160
171,32,성산아파트,14162,014162
171,33,월드컵경기장북측,14274,014274
171,34,상암휴먼시아아파트,14164,014164
171,35,상암초등학교,14167,014167
171,36,상암DMC홍보관,14286,014286
171,37,누리꿈스퀘어,14307,014307
171,38,월드컵파크5단지상암중고등학교입구,14288,014288
171,39,월드컵파크7단지,14272,014272
171,40,월드컵파크7단지,14271,014271
171,41,상암고등학교,14291,014291
171,42,월드컵파크5단지,14289,014289
171,43,상암DMC홍보관,14287,014287
171,44,상암초등학교,14166,014166
171,45,상암휴먼시아아파트,14165,014165
171,46,월드컵경기장북측,14273,014273
171,47,성산아파트,14163,014163
171,48,성산소방파출소,14161,014161
171,49,성산2동주민센타,14158,014158
171,50,중동초등학교,14157,014157
171,51,성산2교,14198,014198
171,52,연희104고지앞.구성산회관,13008,013008
171,53,서대문우체국,13010,013010
171,54,연세대학교앞,13920,013920
171,55,세브란스병원,13116,013116
171,56,신촌기차역,13210,013210
171,57,이대역,13024,013024
171,58,웨딩타운,14214,014214
171,59,굴레방다리.아현역,14215,014215
171,60,충정로역5호선,13238,013238
171,61,서대문,1168,01168
171,62,독립문,1171,01171
171,63,사직단,1128,01128
171,64,서울지방경찰청.경복궁역,1127,01127
171,65,경복궁,1117,01117
171,66,안국역.종로경찰서.인사동,1200,01200
171,67,창덕궁,1199,01199
171,68,창경궁,1224,01224
171,69,명륜동2가.성균관대입구,1227,01227
171,70,삼선교.한성대학교,8010,08010
171,71,돈암사거리.성신여대입구,8008,08008
171,72,미아리고개(아리랑아트홀),8006,08006
171,73,길음뉴타운,8004,08004
171,74,길음역,8124,08124
171,75,길음뉴타운10단지.라온유아파트,8400,08400
171,76,숭덕초교,8120,08120
171,77,정릉2동주민센터,8118,08118
171,78,봉국사,8116,08116
171,79,고려대보건과학대학,8114,08114
171,80,청덕초교,8112,08112
171,81,국민대앞,8108,08108
1711,1,청덕초교,8112,08112
1711,2,국민대학교앞,8110,08110
1711,3,롯데아파트,1159,01159
1711,4,일성아파트,1158,01158
1711,5,평창동주민센터,1157,01157
1711,6,외환은행평창동지점,1156,01156
1711,7,갑을씨티텔앞,1155,01155
1711,8,세검정초등학교,1133,01133
1711,9,상명대입구,1287,01287
1711,10,하림각,1136,01136
1711,11,자하문터널입구,1137,01137
1711,12,경기상고,1101,01101
1711,13,신교동,1102,01102
1711,14,통인시장종로구보건소,1110,01110
1711,15,경복궁역,1115,01115
1711,16,세종문화회관,1126,01126
1711,17,시청앞.신한은행본점,2131,02131
1711,18,서울역버스환승센터,2003,02003
1711,19,갈월동,3012,03012
1711,20,갈월동4호선숙대입구,3327,03327
1711,21,남영역,3110,03110
1711,22,용산경찰서,3139,03139
1711,23,원효로우체국,3141,03141
1711,24,원효로2가,3144,03144
1711,25,용문시장,3248,03248
1711,26,중앙하이츠빌라앞,3245,03245
1711,27,도원삼성래미안아파트,3243,03243
1711,28,도화동현대아파트,14155,014155
1711,29,서울대동창회관,14152,014152
1711,30,공덕역,14153,014153
1711,31,도화동현대아파트,14154,014154
1711,32,도원삼성래미안아파트,3244,03244
1711,33,중앙하이츠빌라앞,3246,03246
1711,34,용문시장,3247,03247
1711,35,남정초등학교,3143,03143
1711,36,용산e편한세상,3142,03142
1711,37,용산경찰서,3140,03140
1711,38,남영역,3111,03111
1711,39,숙대입구역,3009,03009
1711,40,갈월동,3011,03011
1711,41,서울역버스환승센터,2007,02007
1711,42,시청앞,2128,02128
1711,43,서울신문사,2137,02137
1711,44,KT광화문지사,1118,01118
1711,45,경복궁역,1116,01116
1711,46,통인시장종로구보건소,1111,01111
1711,47,효자동,1112,01112
1711,48,경기상고,1103,01103
1711,49,자하문터널입구,1140,01140
1711,50,하림각,1141,01141
1711,51,상명대입구,1142,01142
1711,52,세검정초등학교,1144,01144
1711,53,화정박물관,1164,01164
1711,54,서울예술고등학교.평창동주민센터,1163,01163
1711,55,예능교회,1162,01162
1711,56,벽산평창힐스아파트,1161,01161
1711,57,롯데아파트,1160,01160
1711,58,평창동삼성아파트,1293,01293
1711,59,국민대앞,8107,08107
1711,60,청덕초등학교,8111,08111
172,1,한성여객종점,11489,011489
172,2,하계역,11426,011426
172,3,하계우성아파트,11454,011454
172,4,하계극동아파트,11452,011452
172,5,월계헬스케어센터,11339,011339
172,6,인덕대학,11311,011311
172,7,월계주공108동앞롯데캐슬루나아파트,11310,011310
172,8,월계2교.참누리아파트,8185,08185
172,9,광운초교앞,8218,08218
172,10,국민은행장위1동지점,8220,08220
172,11,장위1동새마을금고,8222,08222
172,12,장곡초교,8293,08293
172,13,국민은행장위동지점,8282,08282
172,14,장위1동파출소,8280,08280
172,15,장위1동주민센터,8278,08278
172,16,장위동고개,8276,08276
172,17,창문여고앞,9189,09189
172,18,숭곡초등학교입구,9190,09190
172,19,월곡뉴타운,8001,08001
172,20,길음뉴타운,8003,08003
172,21,미아리고개(아리랑아트홀),8005,08005
172,22,돈암사거리.성신여대입구,8007,08007
172,23,삼선교.한성대학교,8009,08009
172,24,혜화동로터리,1005,01005
172,25,명륜3가성대입구,1003,01003
172,26,창경궁서울대학교병원,1002,01002
172,27,창덕궁,1172,01172
172,28,안국역.종로경찰서.인사동,1295,01295
172,29,조계사,1202,01202
172,30,을지로입구.시청입구,2157,02157
172,31,서소문,2134,02134
172,32,충정로역2호선,13137,013137
172,33,아현역.북아현동가구거리,13138,013138
172,34,웨딩타운,13139,013139
172,35,이대역,13025,013025
172,36,신촌오거리연세대입구,13324,013324
172,37,명물거리,13145,013145
172,38,연세대앞,13013,013013
172,39,서대문우체국,13011,013011
172,40,연희104고지앞.구성산회관,13009,013009
172,41,성산2교,14199,014199
172,42,중동초등학교,14156,014156
172,43,성산2동주민센타,14159,014159
172,44,성산소방파출소,14160,014160
172,45,성산아파트,14162,014162
172,46,월드컵경기장북측,14274,014274
172,47,상암휴먼시아아파트,14164,014164
172,48,상암초등학교,14167,014167
172,49,월드컵파크2단지,14118,014118
172,50,월드컵파크3단지난지천공원,14107,014107
172,51,월드컵파크4단지후문,14295,014295
172,52,상암DMC홍보관,14287,014287
172,53,상암초등학교,14166,014166
172,54,상암휴먼시아아파트,14165,014165
172,55,월드컵경기장북측,14273,014273
172,56,성산아파트,14163,014163
172,57,성산소방파출소,14161,014161
172,58,성산2동주민센타,14158,014158
172,59,중동초등학교,14157,014157
172,60,성산2교,14198,014198
172,61,연희104고지앞.구성산회관,13008,013008
172,62,서대문우체국,13010,013010
172,63,연세대학교앞,13920,013920
172,64,세브란스병원,13116,013116
172,65,신촌기차역,13210,013210
172,66,이대역,13024,013024
172,67,웨딩타운,14214,014214
172,68,굴레방다리.아현역,14215,014215
172,69,종근당.충정로역,2107,02107
172,70,서소문,2133,02133
172,71,우리은행종로지점,2139,02139
172,72,조계사,1201,01201
172,73,안국역.종로경찰서.인사동,1200,01200
172,74,창덕궁,1199,01199
172,75,창경궁,1224,01224
172,76,명륜동2가.성균관대입구,1227,01227
172,77,삼선교.한성대학교,8010,08010
172,78,돈암사거리.성신여대입구,8008,08008
172,79,미아리고개(아리랑아트홀),8006,08006
172,80,길음뉴타운,8004,08004
172,81,월곡뉴타운,8002,08002
172,82,숭곡초교입구,8101,08101
172,83,창문여고,8102,08102
172,84,장위동고개,8275,08275
172,85,장위1동주민센터,8277,08277
172,86,장위1동파출소,8279,08279
172,87,국민은행장위동지점,8281,08281
172,88,장곡초교,8294,08294
172,89,장위1동새마을금고,8221,08221
172,90,국민은행장위1동지점,8219,08219
172,91,광운초교,8217,08217
172,92,월계2교,8186,08186
172,93,롯데캐슬루나아파트,11337,011337
172,94,인덕대앞,11338,011338
172,95,월계헬스케어센터,11340,011340
172,96,하계시영아파트,11453,011453
172,97,하계장미아파트,11455,011455
172,98,하계미성아파트.을지병원,11425,011425
172,99,한성여객종점,11429,011429
201,1,구리차고지,39080,039080
201,2,수택고교.SK신일.우남아파트,39051,039051
201,3,종로학원,39053,039053
201,4,구리여중고교,39066,039066
201,5,동명빌라,39083,039083
201,6,벌말삼거리.상록아파트,39081,039081
201,7,삼성.e편한세상아파트,39086,039086
201,8,한일아파트,39082,039082
201,9,한성3차.장자호수공원.구리고교,39056,039056
201,10,LG원앙.한성아파트,39057,039057
201,11,대림한숲아파트,39063,039063
201,12,행정복지센터.새마을금고,39077,039077
201,13,럭키아파트,39059,039059
201,14,밀알교회.구리사회복지관,39074,039074
201,15,수평사거리.우림아파트,39058,039058
201,16,구리여중고,39064,039064
201,17,검배사거리,39046,039046
201,18,수택1동주민센터,39071,039071
201,19,수택동농협(구축협),39040,039040
201,20,남양시장.교문정형외과,39048,039048
201,21,새마을금고.구리시장입구,39049,039049
201,22,돌다리(중),39038,039038
201,23,한양대구리병원.중앙예식장(중),39010,039010
201,24,교문사거리(중),39028,039028
201,25,딸기원(중),39021,039021
201,26,동부제일병원,7013,07013
201,27,금란교회,7011,07011
201,28,우림시장.망우사거리,7009,07009
201,29,망우역.망우지구대,7007,07007
201,30,망우역.상봉터미널,7001,07001
201,31,상봉역.중랑우체국,7003,07003
201,32,중랑역.동부시장,7005,07005
201,33,중랑교,6009,06009
201,34,삼육서울병원,6011,06011
201,35,시조사삼거리,6013,06013
201,36,우산빌딩앞,6321,06321
201,37,경희대입구,6271,06271
201,38,농촌경제연구원,6273,06273
201,39,한국과학기술원.홍릉초등학교,6274,06274
201,40,세종대왕기념관,6278,06278
201,41,홍릉사거리,6280,06280
201,42,동대문경찰서,6282,06282
201,43,현대코아,6285,06285
201,44,청량리.청과물도매시장,6022,06022
201,45,제기동역.서울약령시,6024,06024
201,46,용두동사거리.한국의류시험연구원,6026,06026
201,47,신설동역,6028,06028
201,48,동묘앞,1044,01044
201,49,동대문(흥인지문),1037,01037
201,50,종로6가,1208,01208
201,51,종로5가,1197,01197
201,52,종로4가.종묘,1195,01195
201,53,종로3가,1194,01194
201,54,종로2가,1193,01193
201,55,을지로입구역.광교,2246,02246
201,56,해운센터.롯데영프라자,2141,02141
201,57,북창동.남대문시장,2127,02127
201,58,서울역버스환승센터,2006,02006
201,59,숭례문,2122,02122
201,60,남대문시장.신한은행,2219,02219
201,61,롯데영프라자,2142,02142
201,62,우리은행종로지점,2139,02139
201,63,종로2가,1187,01187
201,64,종로3가역15번출구,1182,01182
201,65,종로4가.종묘,1180,01180
201,66,종로5가.광장시장,1178,01178
201,67,종로6가,1210,01210
201,68,동대문,1233,01233
201,69,동묘앞,1041,01041
201,70,신설동역,6027,06027
201,71,용두동사거리.한국항공전문학교,6025,06025
201,72,제기동역.서울약령시,6023,06023
201,73,청량리.청과물도매시장,6426,06426
201,74,현대코아,6284,06284
201,75,동대문경찰서,6283,06283
201,76,홍릉사거리,6281,06281
201,77,세종대왕기념관,6279,06279
201,78,한국과학기술원.홍릉초등학교,6275,06275
201,79,농촌경제연구원,6272,06272
201,80,경희대입구,6270,06270
201,81,삼육서울병원,6012,06012
201,82,중랑교,6010,06010
201,83,중랑역.동부시장,7006,07006
201,84,상봉역.중랑우체국,7004,07004
201,85,망우역.상봉터미널,7002,07002
201,86,망우역.망우지구대,7008,07008
201,87,우림시장.망우사거리,7010,07010
201,88,금란교회,7012,07012
201,89,동부제일병원,7014,07014
201,90,딸기원(중),39026,039026
201,91,교문사거리(중),39025,039025
201,92,한양대구리병원.중앙예식장(중),39029,039029
201,93,돌다리(중),39045,039045
201,94,새마을금고.구리시장입구,39042,039042
201,95,남양시장.교문정형외과,39050,039050
201,96,수택동농협(구축협),39039,039039
201,97,수택1동주민센타.행복한외과,39070,039070
201,98,검배사거리,39047,039047
201,99,종로학원,39053,039053
201,100,구리여중고교,39066,039066
201,101,수평사거리.우림아파트,39072,039072
201,102,밀알교회.구리사회복지관,39073,039073
201,103,럭키아파트,39075,039075
201,104,행정복지센터.새마을금고,39076,039076
201,105,대림.하나아파트,39079,039079
201,106,구리.한양아파트,39078,039078
201,107,장자호수공원,39060,039060
201,108,삼성.e편한세상아파트,39087,039087
201,109,벌말삼거리.상록아파트,39085,039085
201,110,동명빌라,39054,039054
201,111,구리여중고,39064,039064
201,112,수택고교.SK신일.우남아파트,39044,039044
201,113,환경사업소,39089,039089
201,114,구리차고지,39088,039088
2012,1,중랑공영차고지,7418,07418
2012,2,중랑공영차고지,7338,07338
2012,3,신내데시앙아파트후문,7435,07435
2012,4,서울의료원후문,7433,07433
2012,5,중랑소방서,7347,07347
2012,6,신내7단지아파트홈플러스,7282,07282
2012,7,신내6단지아파트,7367,07367
2012,8,봉화산역3번출구,7297,07297
2012,9,신내8단지아파트.서울의료원,7279,07279
2012,10,신내9단지아파트,7278,07278
2012,11,신내10단지아파트,7277,07277
2012,12,중랑구청사거리,7273,07273
2012,13,성원아파트경남아너스빌앞,7271,07271
2012,14,국민은행망우동지점,7129,07129
2012,15,망우지구대,7135,07135
2012,16,상봉터미널,7309,07309
2012,17,혜원여중고후문,7311,07311
2012,18,동원시장,7313,07313
2012,19,면목본동파출소,7315,07315
2012,20,중화중학교,7198,07198
2012,21,면중초등학교,7200,07200
2012,22,면목동금호어울림아파트,7203,07203
2012,23,면목동대원칸타빌아파트,7205,07205
2012,24,용마폭포공원,7207,07207
2012,25,용마산역,7209,07209
2012,26,면목동,7211,07211
2012,27,용암사입구,5131,05131
2012,28,대원고교앞,5134,05134
2012,29,중곡동종점,5116,05116
2012,30,신성시장앞,5118,05118
2012,31,중곡동입구,5260,05260
2012,32,중곡동입구삼거리,5005,05005
2012,33,용마초등학교,5003,05003
2012,34,군자역먹자골목사거리,5254,05254
2012,35,군자동주민센터앞,5255,05255
2012,36,세종초등학교앞,5243,05243
2012,37,군자새마을금고앞,5246,05246
2012,38,화양시장앞,5248,05248
2012,39,성동세무서,4213,04213
2012,40,제인한방병원,4211,04211
2012,41,성수2가3동주민센터,4269,04269
2012,42,리버하우스,4255,04255
2012,43,상원,4188,04188
2012,44,한양대정문앞,4130,04130
2012,45,행당동삼부아파트,4137,04137
2012,46,왕십리역,4134,04134
2012,47,코스모타워,4110,04110
2012,48,상왕십리역,4102,04102
2012,49,도로교통공단앞,4103,04103
2012,50,성동고등학교,2183,02183
2012,51,신당역.중앙시장앞,2181,02181
2012,52,충무아트홀.중부소방서,2177,02177
2012,53,동대문역사문화공원,2174,02174
2012,54,동대문디자인플라자,2280,02280
2012,55,서울기동대.광희초등학교,2279,02279
2012,56,신당역.중앙시장앞,2182,02182
2012,57,성동고등학교,2184,02184
2012,58,도로교통공단앞,2252,02252
2012,59,상왕십리역,4101,04101
2012,60,왕십리2동주민센터,4109,04109
2012,61,왕십리역,4133,04133
2012,62,세왕병원,4136,04136
2012,63,한양대정문,4129,04129
2012,64,상원,4187,04187
2012,65,리버하우스,4254,04254
2012,66,성수2가3동주민센터,4210,04210
2012,67,성동세무서앞,4212,04212
2012,68,우리은행화양동지점,4293,04293
2012,69,화양시장앞,5247,05247
2012,70,군자새마을금고앞,5245,05245
2012,71,세종초교앞,5244,05244
2012,72,군자삼거리,5242,05242
2012,73,세진약국앞,5240,05240
2012,74,외환은행군자지점앞,5239,05239
2012,75,용마초등학교,5004,05004
2012,76,중곡동입구,5139,05139
2012,77,신성시장,5138,05138
2012,78,중곡동종점,5137,05137
2012,79,대원고교앞,5136,05136
2012,80,용암사입구,5135,05135
2012,81,면목동,7210,07210
2012,82,용마산역,7208,07208
2012,83,용마폭포공원,7206,07206
2012,84,면목동금호어울림아파트,7204,07204
2012,85,용마한신아파트,7201,07201
2012,86,면중초등학교,7199,07199
2012,87,중화중학교,7197,07197
2012,88,중화중학교삼거리,7436,07436
2012,89,면목본동파출소,7314,07314
2012,90,동원시장,7312,07312
2012,91,혜원여중고후문,7310,07310
2012,92,상봉터미널,7308,07308
2012,93,망우역,7134,07134
2012,94,국민은행망우동지점,7131,07131
2012,95,성원아파트경남아너스빌앞,7272,07272
2012,96,중랑구청사거리,7274,07274
2012,97,신내동성3차아파트,7275,07275
2012,98,신내동성1.2차아파트,7276,07276
2012,99,신내9단지아파트.서울의료원,7280,07280
2012,100,봉화산역2번출구,7296,07296
2012,101,신내6단지,7286,07286
2012,102,신내7단지아파트홈플러스,7281,07281
2012,103,중랑소방서,7354,07354
2012,104,서울의료원후문,7432,07432
2012,105,신내데시앙아파트후문,7434,07434
2012,106,중랑공영차고지,7337,07337
2012,107,중랑공영차고지(가상),7740,07740
2013,1,용마문화복지센터,7195,07195
2013,2,서일대학교,7194,07194
2013,3,혜원여중고후문,7233,07233
2013,4,농협앞,7231,07231
2013,5,면목역,7229,07229
2013,6,면목본동주민센터,7173,07173
2013,7,면동초등학교,7175,07175
2013,8,면목우체국.녹색병원,7177,07177
2013,9,지하철7호선사가정역,7179,07179
2013,10,면목시장,7180,07180
2013,11,면남초등학교,7182,07182
2013,12,방약국앞,7184,07184
2013,13,중곡초등학교,7186,07186
2013,14,면곡시장앞,5129,05129
2013,15,중곡3동주민센터앞,5128,05128
2013,16,중곡역입구,5126,05126
2013,17,중마초등학교.중곡제일골목시장앞,5124,05124
2013,18,중곡1동사거리,5108,05108
2013,19,중곡1동주민센터입구,5106,05106
2013,20,한국투자신탁앞,5103,05103
2013,21,외환은행군자지점앞,5238,05238
2013,22,군자삼거리,5241,05241
2013,23,세종초등학교앞,5243,05243
2013,24,군자새마을금고앞,5246,05246
2013,25,화양시장앞,5248,05248
2013,26,성동세무서,4213,04213
2013,27,제인한방병원,4211,04211
2013,28,성수2가3동주민센터,4269,04269
2013,29,리버하우스,4255,04255
2013,30,상원,4188,04188
2013,31,한양대정문앞,4130,04130
2013,32,행당동삼부아파트,4137,04137
2013,33,왕십리역,4134,04134
2013,34,코스모타워,4110,04110
2013,35,상왕십리역,4102,04102
2013,36,도로교통공단앞,4103,04103
2013,37,성동고등학교,2183,02183
2013,38,신당역.중앙시장앞,2181,02181
2013,39,성동공업고등학교앞,2180,02180
2013,40,청계8가.영도교,2230,02230
2013,41,황학동롯데캐슬,2273,02273
2013,42,청계9가.비우당교,4261,04261
2013,43,청계벽산아파트앞,4107,04107
2013,44,상왕십리역,4114,04114
2013,45,왕십리2동주민센터,4109,04109
2013,46,왕십리역,4133,04133
2013,47,세왕병원,4136,04136
2013,48,한양대정문,4129,04129
2013,49,상원,4187,04187
2013,50,리버하우스,4254,04254
2013,51,성수2가3동주민센터,4210,04210
2013,52,성동세무서앞,4212,04212
2013,53,우리은행화양동지점,4293,04293
2013,54,화양시장앞,5247,05247
2013,55,군자새마을금고앞,5245,05245
2013,56,세종초교앞,5244,05244
2013,57,군자삼거리,5242,05242
2013,58,세진약국앞,5240,05240
2013,59,외환은행군자지점앞,5239,05239
2013,60,메리놀교회앞,5104,05104
2013,61,중곡1동주민센터입구,5105,05105
2013,62,중곡1동사거리,5107,05107
2013,63,중마초등학교.중곡제일골목시장앞,5109,05109
2013,64,중곡역입구,5125,05125
2013,65,중곡3동주민센터앞,5127,05127
2013,66,면곡시장앞,5130,05130
2013,67,중곡초등학교,7185,07185
2013,68,방약국앞,7183,07183
2013,69,면남초등학교,7181,07181
2013,70,지하철7호선사가정역,7178,07178
2013,71,면목우체국.녹색병원,7176,07176
2013,72,면동초등학교,7174,07174
2013,73,면목본동주민센터,7172,07172
2013,74,지하철7호선면목역,7228,07228
2013,75,농협앞,7230,07230
2013,76,혜원여중고후문,7232,07232
2013,77,서일대학교,7193,07193
2013,78,용마문화복지센터,7196,07196
2014,1,신양초등학교앞,5222,05222
2014,2,국민은행신자양지점,5215,05215
2014,3,노룬산시장앞,5219,05219
2014,4,영동대교,4206,04206
2014,5,제민약국,4288,04288
2014,6,성수동대호빌라입구,4204,04204
2014,7,국민은행성수동지점,4202,04202
2014,8,서울숲지구대앞,4200,04200
2014,9,성수1가새마을금고,4172,04172
2014,10,천주교성수동성당앞,4173,04173
2014,11,뚝도아리수정수센터수도박물관,4175,04175
2014,12,서울숲,4177,04177
2014,13,성동구민종합체육센타,4179,04179
2014,14,성동교남단,4185,04185
2014,15,한양대정문앞,4130,04130
2014,16,행당동삼부아파트,4137,04137
2014,17,왕십리역,4134,04134
2014,18,코스모타워,4110,04110
2014,19,상왕십리역,4102,04102
2014,20,도로교통공단앞,4103,04103
2014,21,성동고등학교,2183,02183
2014,22,신당역.중앙시장앞,2181,02181
2014,23,충무아트홀.중부소방서,2177,02177
2014,24,을지로6가.국립중앙의료원,2172,02172
2014,25,방산시장,2167,02167
2014,26,종로5가,1212,01212
2014,27,종로6가,1210,01210
2014,28,동대문역사문화공원,2173,02173
2014,29,동대문역사문화공원,2235,02235
2014,30,충무아트홀.중부소방서,2178,02178
2014,31,신당역.중앙시장앞,2182,02182
2014,32,성동고등학교,2184,02184
2014,33,도로교통공단앞,2252,02252
2014,34,상왕십리역,4101,04101
2014,35,왕십리2동주민센터,4109,04109
2014,36,왕십리역,4133,04133
2014,37,세왕병원,4136,04136
2014,38,한양대정문,4129,04129
2014,39,성동교남단,4186,04186
2014,40,성동구민종합체육센타,4180,04180
2014,41,서울숲,4178,04178
2014,42,뚝도아리수정수센터수도박물관,4176,04176
2014,43,천주교성수동성당앞,4174,04174
2014,44,성수1가1동새마을금고,4171,04171
2014,45,서울숲지구대앞,4199,04199
2014,46,국민은행성수동지점,4201,04201
2014,47,성수동대호빌라입구,4203,04203
2014,48,제민약국,4291,04291
2014,49,영동대교,4205,04205
2014,50,영동대교북단,5220,05220
2014,51,노룬산시장앞,5221,05221
2014,52,국민은행신자양지점,5200,05200
2014,53,자양4동주민센터앞,5223,05223
2014,54,자양4동차고지,5264,05264
2015,1,중랑공영차고지,7418,07418
2015,2,중랑공영차고지,7338,07338
2015,3,신내교회.신내데시앙아파트,7303,07303
2015,4,동성프라자앞,7269,07269
2015,5,중랑구청사거리,7273,07273
2015,6,성원아파트경남아너스빌앞,7271,07271
2015,7,국민은행망우동지점,7129,07129
2015,8,망우역.망우지구대,7007,07007
2015,9,망우역.상봉터미널,7001,07001
2015,10,지하철7호선상봉역,7167,07167
2015,11,면목초등학교,7169,07169
2015,12,지하철7호선면목역,7170,07170
2015,13,면목본동주민센터,7173,07173
2015,14,면동초등학교,7175,07175
2015,15,면목우체국.녹색병원,7177,07177
2015,16,지하철7호선사가정역,7179,07179
2015,17,사가정역,7246,07246
2015,18,면목두산아파트2차,7244,07244
2015,19,홈플러스면목동점,7242,07242
2015,20,장안교앞,6214,06214
2015,21,장안2동주민센터,6212,06212
2015,22,배봉초등학교앞,6210,06210
2015,23,전농동SK아파트,6304,06304
2015,24,전농사거리,6208,06208
2015,25,전농우체국앞,6192,06192
2015,26,청솔우성아파트답십리종합상가,6195,06195
2015,27,답십리1동희망샘교회앞,6197,06197
2015,28,답십리초등학교앞,6199,06199
2015,29,황물로사거리,6201,06201
2015,30,답십리역.동부시장,6158,06158
2015,31,신답역앞,6159,06159
2015,32,동대문구청앞,6316,06316
2015,33,마장축산물시장,4120,04120
2015,34,도선사거리,4122,04122
2015,35,성동구청,4112,04112
2015,36,코스모타워,4110,04110
2015,37,상왕십리역,4102,04102
2015,38,도로교통공단앞,4103,04103
2015,39,성동고등학교,2183,02183
2015,40,신당역.중앙시장앞,2181,02181
2015,41,충무아트홀.중부소방서,2177,02177
2015,42,동대문역사문화공원,2174,02174
2015,43,청계7가.청평화시장,2229,02229
2015,44,성동공업고등학교(무궁화회관),2179,02179
2015,45,신당역.중앙시장앞,2182,02182
2015,46,성동고등학교,2184,02184
2015,47,도로교통공단앞,2252,02252
2015,48,상왕십리역,4101,04101
2015,49,왕십리2동주민센터,4109,04109
2015,50,성동구청,4111,04111
2015,51,도선사거리,4121,04121
2015,52,마장축산물시장,4119,04119
2015,53,동대문구청앞,6160,06160
2015,54,신답역,4217,04217
2015,55,동대문어린이집,6203,06203
2015,56,동대문중학교,6205,06205
2015,57,SK주유소,6207,06207
2015,58,전농사거리,6209,06209
2015,59,전농동SK아파트,6298,06298
2015,60,배봉초등학교앞,6211,06211
2015,61,장안2동주민센터,6213,06213
2015,62,장안교은석초등학교,6215,06215
2015,63,홈플러스면목동점,7243,07243
2015,64,면목두산아파트2차,7245,07245
2015,65,사가정역,7247,07247
2015,66,면목우체국.녹색병원,7176,07176
2015,67,면동초등학교,7174,07174
2015,68,면목본동주민센터,7172,07172
2015,69,지하철7호선면목역,7171,07171
2015,70,면목초등학교,7168,07168
2015,71,지하철7호선상봉역,7166,07166
2015,72,지하철7호선상봉역,7130,07130
2015,73,망우역.상봉터미널,7002,07002
2015,74,망우역.망우지구대,7008,07008
2015,75,국민은행망우동지점,7131,07131
2015,76,성원아파트경남아너스빌앞,7272,07272
2015,77,중랑구청사거리,7274,07274
2015,78,동성프라자앞,7270,07270
2015,79,신내교회.신내데시앙아파트,7302,07302
2015,80,중랑공영차고지,7337,07337
2015,81,중랑공영차고지(가상),7740,07740
2016,1,중랑공영차고지,7418,07418
2016,2,중랑공영차고지,7338,07338
2016,3,신내교회.신내데시앙아파트,7303,07303
2016,4,신내초등학교,7304,07304
2016,5,능산지하차도,7307,07307
2016,6,우림시장.망우사거리,7009,07009
2016,7,망우역.망우지구대,7007,07007
2016,8,망우역.상봉터미널,7001,07001
2016,9,지하철7호선상봉역,7167,07167
2016,10,면목아남아파트,7346,07346
2016,11,면목사거리,7234,07234
2016,12,녹색병원입구,7237,07237
2016,13,면목두산아파트1차,7239,07239
2016,14,면목두산아파트4.5단지,7241,07241
2016,15,면목119안전센터,7121,07121
2016,16,면곡시장,5121,05121
2016,17,중곡아파트,5123,05123
2016,18,중곡삼거리,5262,05262
2016,19,중곡1동사거리,5108,05108
2016,20,중곡1동주민센터입구,5106,05106
2016,21,한국투자신탁앞,5103,05103
2016,22,외환은행군자지점앞,5238,05238
2016,23,군자삼거리,5241,05241
